1,273,180,0,
, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7, Y7, X8, Y8, X9, Y9, X10, Y10, X11, Y11, X12, Y12, X13, Y13, X14, Y14, X15, Y15, X16, Y16, X17, Y17, X18, Y18, X19, Y19, X20, Y20, X21, Y21, X22, Y22, X23, Y23, X24, Y24, X25, Y25, X26, Y26, X27, Y27, X28, Y28, X29, Y29, X30, Y30, X31, Y31, X32, Y32, X33, Y33, X34, Y34, X35, Y35, X36, Y36, X37, Y37, X38, Y38, X39, Y39, X40, Y40, X41, Y41, X42, Y42, X43, Y43, X44, Y44, X45, Y45, X46, Y46, X47, Y47, X48, Y48, X49, Y49, X50, Y50, X51, Y51, X52, Y52, X53, Y53, X54, Y54, X55, Y55, X56, Y56, X57, Y57, X58, Y58, X59, Y59, X60, Y60, X61, Y61, X62, Y62, X63, Y63, X64, Y64, X65, Y65, X66, Y66, X67, Y67, X68, Y68, X69, Y69, X70, Y70, X71, Y71, X72, Y72, X73, Y73, X74, Y74, X75, Y75, X76, Y76, X77, Y77, X78, Y78, X79, Y79, X80, Y80, X81, Y81, X82, Y82, X83, Y83, X84, Y84, X85, Y85, X86, Y86, X87, Y87, X88, Y88, X89, Y89, X90, Y90
1.20180122.T3.BLD.F3.6f#39(59) ,17.87570,23.30900 ,35.69140,24.91490 ,63.54810,21.89810 ,20.66740,23.80430 ,17.84570,23.32400 ,18.68620,24.29960 ,19.85690,24.92990 ,21.11770,25.33520 ,22.42340,25.63540 ,23.71420,25.93560 ,25.03500,26.04060 ,26.35580,25.89050 ,27.67660,25.69540 ,28.99740,25.50030 ,30.31820,25.30520 ,31.63900,25.17010 ,32.97480,25.03500 ,34.29560,24.96000 ,35.63140,24.89990 ,35.78150,24.89990 ,36.96720,24.96000 ,38.13790,25.02000 ,39.32360,25.11010 ,40.49430,25.23010 ,41.68000,25.30520 ,42.85070,25.23010 ,44.03640,25.27520 ,45.20710,25.30520 ,46.39280,25.29020 ,47.57850,25.23010 ,48.74920,25.18510 ,49.93490,25.12510 ,51.12070,25.05000 ,52.29140,24.94500 ,53.47710,24.83990 ,54.64780,24.74980 ,55.83350,24.65980 ,56.98920,24.41960 ,58.12990,24.13450 ,59.27050,23.81930 ,60.39620,23.47410 ,61.49190,23.02380 ,62.54250,22.49850 ,63.54810,21.86810 ,63.53310,21.77810 ,62.43740,20.80250 ,61.13170,20.17210 ,59.78080,19.60180 ,58.38500,19.21150 ,56.94410,18.98640 ,55.47330,18.97140 ,54.01740,18.91130 ,52.56150,18.88130 ,51.10560,18.98640 ,49.66480,19.24150 ,48.25390,19.28660 ,46.81310,19.04640 ,45.37220,19.09140 ,43.93130,19.34660 ,42.49050,19.55670 ,41.03460,19.78190 ,39.60880,19.70680 ,38.16790,19.45170 ,36.71200,19.34660 ,35.24110,19.42160 ,33.78530,19.39160 ,32.32940,19.52670 ,30.87350,19.64680 ,29.44770,19.94700 ,28.00680,20.11210 ,26.59590,20.48730 ,25.23010,20.98260 ,23.80430,20.84750 ,22.34840,20.74240 ,20.89250,20.65240 ,19.55670,21.13270 ,18.40100,22.00320 ,17.86070,23.29400 ,63.54810,21.86810 ,58.82030,21.56790 ,54.07740,21.56790 ,49.33460,21.67300 ,44.60670,22.12330 ,39.87890,22.52850 ,35.15110,22.94880 ,30.43830,23.44410 ,20.53230,24.58470 ,21.94320,23.96940 ,20.90750,22.64860 ,19.70680,23.68420 
1.20180122.T3.BLD.F3.6f#40(60) ,15.53720,23.51820 ,34.04820,24.77750 ,57.35390,25.79410 ,18.16210,23.62440 ,15.55230,23.56370 ,16.43240,24.53470 ,17.69170,25.09610 ,19.01180,25.44510 ,20.37730,25.65750 ,21.72770,25.82440 ,23.07810,25.68790 ,24.44370,25.47550 ,25.79410,25.26300 ,27.17480,25.15680 ,28.54040,25.06580 ,29.92120,24.98990 ,31.28670,24.86850 ,32.65230,24.79270 ,34.03300,24.77750 ,34.12410,24.76230 ,35.09510,24.85340 ,36.06620,24.97480 ,37.02210,25.12650 ,37.99320,25.24790 ,38.96430,25.32370 ,39.93530,25.39960 ,40.90640,25.49060 ,41.87750,25.58170 ,42.84860,25.64240 ,43.81960,25.74860 ,44.79070,25.83960 ,45.76180,25.91550 ,46.73280,25.96100 ,47.70390,26.05200 ,48.67500,26.14310 ,49.64610,26.24930 ,50.61710,26.34030 ,51.58820,26.41620 ,52.57440,26.47690 ,53.54550,26.49210 ,54.51660,26.40100 ,55.42700,26.05200 ,56.38290,25.87000 ,57.35390,25.79410 ,57.39950,25.71820 ,56.68630,24.61060 ,55.68490,23.66990 ,54.53180,22.89610 ,53.30270,22.28910 ,52.11930,22.01600 ,50.82960,21.53050 ,49.47920,21.24220 ,48.11360,21.07530 ,46.74800,20.89320 ,45.36730,20.75670 ,43.98650,20.71110 ,42.60580,20.60490 ,41.24020,20.66560 ,39.85950,20.49870 ,38.49390,20.40770 ,37.11320,20.43800 ,35.73240,20.34700 ,34.36680,20.36220 ,33.00130,20.48360 ,31.66610,20.13460 ,30.30050,19.86150 ,28.93490,19.67940 ,27.56930,19.69460 ,26.27960,19.81590 ,25.02030,20.22560 ,23.65470,20.43800 ,22.33470,20.78700 ,21.09050,20.86290 ,19.72490,20.81740 ,18.35930,21.04500 ,17.13030,21.48500 ,16.05300,22.31950 ,15.52200,23.54850 ,57.36910,25.76380 ,52.95380,24.56510 ,48.46260,23.65470 ,43.92580,23.06300 ,39.37390,22.53190 ,34.80690,22.75950 ,30.23980,23.04780 ,25.67270,23.35120 ,18.22280,24.59540 ,19.45180,23.70020 ,18.13170,22.60780 ,17.28200,23.70020 
1.20180123.T8.ALN.F3.3f#42(61) ,15.58310,22.06830 ,31.07290,25.05430 ,54.33870,24.71210 ,17.80700,22.62820 ,15.58310,22.11490 ,16.26740,23.04810 ,17.21610,23.73240 ,18.32030,24.09000 ,19.44000,24.41660 ,20.57530,24.64990 ,21.74170,24.78990 ,22.89250,24.80540 ,24.05890,24.78990 ,25.22530,24.78990 ,26.39170,24.80540 ,27.55810,24.86760 ,28.70900,24.92990 ,29.87540,24.97650 ,31.04180,25.05430 ,31.13510,25.08540 ,32.08380,25.33420 ,33.03240,25.56750 ,33.99670,25.76970 ,34.97640,25.87850 ,35.95620,25.94070 ,36.93600,26.00290 ,37.91580,26.08070 ,38.88000,26.15850 ,39.85980,26.25180 ,40.83960,26.34510 ,41.81930,26.43840 ,42.79910,26.51620 ,43.77890,26.57840 ,44.75870,26.60950 ,45.73840,26.62500 ,46.71820,26.56280 ,47.68240,26.45400 ,48.66220,26.31400 ,49.64200,26.18960 ,50.59070,25.94070 ,51.52380,25.67640 ,52.44130,25.31870 ,53.37450,25.00760 ,54.30760,24.71210 ,54.36980,24.64990 ,53.59220,23.70120 ,52.59690,22.98590 ,51.46160,22.51930 ,50.29520,22.11490 ,49.09770,21.86610 ,47.86910,21.74170 ,46.65600,21.64840 ,45.42740,21.57060 ,44.19880,21.49290 ,42.98570,21.38400 ,41.75710,21.27510 ,40.54410,21.13520 ,39.31550,21.15070 ,38.08680,21.16630 ,36.87380,21.33730 ,35.64520,21.32180 ,34.47880,20.94850 ,33.29680,20.62200 ,32.08380,20.38870 ,30.87070,20.29540 ,29.64210,20.23320 ,28.41350,20.15540 ,27.18490,20.13980 ,25.97180,20.21760 ,24.74320,20.38870 ,23.53020,20.37310 ,22.30160,20.43530 ,21.07300,20.40420 ,19.87550,20.17090 ,18.64680,20.17090 ,17.46490,20.49750 ,16.37630,21.05740 ,15.61420,22.02160 ,54.36980,24.66550 ,50.23300,24.19890 ,46.08060,23.93450 ,41.94370,23.68570 ,37.79140,23.43690 ,33.62340,23.40580 ,29.47100,23.23470 ,25.31870,23.09470 ,17.83810,23.40580 ,18.92680,22.59710 ,17.80700,21.64840 ,17.09160,22.64370 
1.20180123.T8.ALN.F3.3f#43(62) ,15.95050,21.17440 ,36.22580,24.78610 ,56.56310,23.63900 ,18.46170,21.65490 ,15.91950,21.18990 ,16.83410,22.39890 ,18.15170,23.14300 ,19.60880,23.56150 ,21.06590,23.94900 ,22.55400,24.22810 ,24.07310,24.36760 ,25.57660,24.42960 ,27.09570,24.50710 ,28.61480,24.56910 ,30.11840,24.63110 ,31.63750,24.69310 ,33.15660,24.75510 ,34.66020,24.80160 ,36.17930,24.80160 ,36.30330,24.83260 ,37.12490,25.08060 ,37.96190,25.17360 ,38.81450,25.22010 ,39.66710,25.23560 ,40.53510,25.25110 ,41.38770,25.20460 ,42.22470,25.12710 ,43.07730,25.08060 ,43.92980,25.03410 ,44.79790,25.01860 ,45.65040,25.00310 ,46.50300,24.98760 ,47.35560,24.97210 ,48.20810,24.92560 ,49.04520,24.78610 ,49.89770,24.73960 ,50.75030,24.70860 ,51.60280,24.66210 ,52.45540,24.58460 ,53.30790,24.56910 ,54.12950,24.36760 ,54.95100,24.13510 ,55.77260,23.90250 ,56.59420,23.65450 ,56.59420,23.57700 ,55.71060,22.64700 ,54.67200,21.87190 ,53.52500,21.29840 ,52.34690,20.78680 ,51.07580,20.55430 ,49.80470,20.32180 ,48.53360,20.10480 ,47.24700,19.94980 ,45.97600,19.81030 ,44.68940,19.76380 ,43.40280,19.85680 ,42.11620,19.94980 ,40.82960,20.07380 ,39.54310,20.18230 ,38.25650,20.22880 ,37.03190,19.90330 ,35.74530,19.79480 ,34.45870,19.73280 ,33.15660,19.67080 ,31.87010,19.65530 ,30.58350,19.68630 ,29.29690,19.71730 ,28.01030,19.73280 ,26.72370,19.67080 ,25.42160,19.59330 ,24.13510,19.53130 ,22.84850,19.45380 ,21.57740,19.31420 ,20.29080,19.19020 ,19.00420,19.09720 ,17.74860,19.39180 ,16.63260,20.01180 ,15.96600,21.09690 ,56.60970,23.59250 ,52.34690,22.75550 ,48.02210,22.36790 ,43.68180,22.24390 ,39.34150,22.18190 ,35.03230,22.63150 ,30.67650,22.74000 ,26.33620,22.72450 ,18.46170,22.27490 ,19.08170,21.65490 ,18.46170,20.97290 ,17.71760,21.63940 
1.20180123.T8.ALN.F3.3f#44(63) ,17.94740,18.73440 ,35.49360,22.23750 ,59.73730,18.71900 ,20.26220,19.32090 ,17.91660,18.78070 ,18.76530,19.78380 ,19.90730,20.46280 ,21.09550,21.06470 ,22.33010,21.54310 ,23.58010,21.99060 ,24.87640,22.19120 ,26.20350,22.28380 ,27.53070,22.28380 ,28.85780,22.29920 ,30.18500,22.29920 ,31.49670,22.26840 ,32.82390,22.25290 ,34.15100,22.23750 ,35.47820,22.25290 ,35.57080,22.26840 ,36.58930,22.48440 ,37.63860,22.57700 ,38.68800,22.51530 ,39.73740,22.54620 ,40.78680,22.53070 ,41.83620,22.53070 ,42.88550,22.54620 ,43.91950,22.54620 ,44.96880,22.54620 ,46.01820,22.49990 ,47.06760,22.49990 ,48.11700,22.51530 ,49.16640,22.53070 ,50.21570,22.53070 ,51.24970,22.40730 ,52.28360,22.23750 ,53.30210,21.99060 ,54.33610,21.83630 ,55.35460,21.57390 ,56.31140,21.14180 ,57.08300,20.44740 ,57.93170,19.81470 ,58.87310,19.38260 ,59.70640,18.73440 ,59.78360,18.64190 ,58.57990,18.11720 ,57.32990,17.71590 ,56.04900,17.39190 ,54.75270,17.20670 ,53.44100,17.26840 ,52.12930,17.37640 ,50.81760,17.46900 ,49.50590,17.49990 ,48.17870,17.49990 ,46.86700,17.46900 ,45.55530,17.46900 ,44.24350,17.53080 ,42.91640,17.51530 ,41.60470,17.49990 ,40.29300,17.49990 ,38.98120,17.48450 ,37.65410,17.46900 ,36.35780,17.33010 ,35.06150,17.09870 ,33.76520,17.00610 ,32.49980,17.34560 ,31.18810,17.39190 ,29.87640,17.40730 ,28.59550,17.54620 ,27.28380,17.46900 ,25.97210,17.36100 ,24.66030,17.28380 ,23.34860,17.14500 ,22.03690,17.02150 ,20.72520,16.95980 ,19.41350,17.05240 ,18.31780,17.63880 ,17.96280,18.71900 ,59.72180,18.67270 ,55.60150,19.36720 ,51.43490,19.59860 ,47.26820,19.67580 ,43.08610,19.75300 ,38.95040,19.96900 ,34.78370,20.30850 ,30.61710,20.49370 ,19.99990,19.98440 ,21.41960,19.76840 ,20.64800,18.31780 ,19.47520,19.08940 
1.20180123.T8.ALN.F3.3f#45(64) ,19.77910,20.15460 ,37.35180,23.25290 ,63.34310,21.15610 ,21.92280,21.07790 ,19.77910,20.17030 ,20.59280,21.17170 ,21.71940,21.82900 ,22.94000,22.32970 ,24.20750,22.68960 ,25.50620,22.95560 ,26.80500,23.15900 ,28.11950,23.25290 ,29.43390,23.26860 ,30.76400,23.28420 ,32.07840,23.26860 ,33.39280,23.23730 ,34.70730,23.22160 ,36.03730,23.22160 ,37.35180,23.26860 ,37.46130,23.29990 ,38.54100,23.53460 ,39.60510,23.76930 ,40.70040,23.89450 ,41.79580,23.86320 ,42.90680,23.84760 ,44.00220,23.83190 ,45.09750,23.83190 ,46.20850,23.83190 ,47.30390,23.84760 ,48.39930,23.84760 ,49.51030,23.83190 ,50.60560,23.81630 ,51.70100,23.80060 ,52.79640,23.76930 ,53.89170,23.69110 ,54.98710,23.59720 ,56.08240,23.44070 ,57.17780,23.31550 ,58.25750,23.08080 ,59.32160,22.83040 ,60.38560,22.56440 ,61.43400,22.23580 ,62.41990,21.73510 ,63.35880,21.17170 ,63.31180,21.07790 ,62.23210,20.23290 ,60.98030,19.84170 ,59.66580,19.45050 ,58.35140,19.02800 ,57.02130,18.91840 ,55.64430,18.90280 ,54.26730,18.79320 ,52.90590,18.69940 ,51.54450,18.51160 ,50.18310,18.32380 ,48.82180,18.15170 ,47.46040,17.96390 ,46.09900,17.77610 ,44.75330,17.74480 ,43.48580,18.26120 ,42.15570,18.62110 ,40.79430,18.58980 ,39.43300,18.44900 ,38.05590,18.37080 ,36.69460,18.40200 ,35.34880,18.62110 ,33.97180,18.58980 ,32.59480,18.57420 ,31.23340,18.57420 ,29.87200,18.43330 ,28.54200,18.21430 ,27.22750,18.49590 ,25.85050,18.48030 ,24.48910,18.33950 ,23.11210,18.19860 ,21.81330,18.51160 ,20.53020,19.02800 ,19.77910,20.15460 ,63.29620,21.10920 ,58.63310,21.10920 ,53.95430,21.15610 ,49.29120,21.12480 ,44.62810,21.12480 ,39.96500,21.39080 ,35.30190,21.62550 ,30.63880,21.64120 ,21.89160,21.62550 ,22.59570,21.09350 ,21.96980,20.40500 ,21.25000,21.04660 
1.20180123.T7.ALN.F3.0f#46(65) ,13.19420,21.59620 ,32.04100,24.28420 ,55.94110,21.70370 ,15.86690,21.65760 ,13.19420,21.64220 ,14.14660,22.67140 ,15.37540,23.33180 ,16.68100,23.85410 ,18.03260,24.20740 ,19.43040,24.43780 ,20.82820,24.54530 ,22.22590,24.48380 ,23.62370,24.40700 ,25.02140,24.31490 ,26.41920,24.19200 ,27.81700,24.14590 ,29.23010,24.14590 ,30.62780,24.16130 ,32.02560,24.29950 ,32.11780,24.33020 ,33.10080,24.60670 ,34.08380,24.88320 ,35.09760,25.02140 ,36.11140,24.96000 ,37.14050,25.00610 ,38.15420,24.86780 ,39.16800,24.77570 ,40.18180,24.72960 ,41.21090,24.69890 ,42.22460,24.71420 ,43.23840,24.83710 ,44.26750,24.89860 ,45.26590,24.74500 ,46.29500,24.71420 ,47.30880,24.57600 ,48.32260,24.48380 ,49.33630,24.33020 ,50.31940,24.09980 ,51.30240,23.79260 ,52.25470,23.42400 ,53.11490,22.87100 ,54.03650,22.44100 ,54.98880,22.07230 ,55.94110,21.70370 ,55.98720,21.62690 ,54.85060,20.90500 ,53.52960,20.58240 ,52.17790,20.50560 ,50.88770,20.12160 ,49.59740,19.72220 ,48.30720,20.12160 ,46.97090,19.98340 ,45.61920,19.86050 ,44.28290,19.78370 ,42.93120,19.69150 ,41.57950,19.63010 ,40.22780,19.66080 ,38.87620,19.67620 ,37.52450,19.69150 ,36.17280,19.69150 ,34.83650,19.75300 ,33.48480,19.76830 ,32.14850,19.52260 ,30.81220,19.39970 ,29.46050,19.30750 ,28.12420,19.44580 ,26.81860,19.07710 ,25.48220,19.27680 ,24.14590,19.30750 ,22.79420,19.29220 ,21.44260,19.32290 ,20.09090,19.44580 ,18.78530,19.12320 ,17.43360,19.00030 ,16.08190,19.00030 ,14.82240,19.47650 ,13.76260,20.30590 ,13.22500,21.53470 ,55.94110,21.67300 ,51.48670,21.82660 ,47.04770,21.96480 ,42.59330,22.11840 ,38.15420,22.01090 ,33.73060,22.34880 ,29.29150,22.22590 ,24.85250,22.42560 ,15.77470,22.57920 ,17.03420,21.79580 ,15.89760,20.75140 ,14.89920,21.67300 
1.20180123.T10.ALN.F1.0f#47(66) ,15.34940,21.71500 ,32.66250,24.90600 ,63.03410,21.74780 ,17.10040,21.97690 ,15.33310,21.74780 ,16.20040,22.69690 ,17.31310,23.35140 ,18.52400,23.80960 ,19.76770,24.21870 ,21.01140,24.56240 ,22.28780,24.87330 ,23.56420,25.02060 ,24.87330,25.06960 ,26.16600,25.10240 ,27.47520,25.05330 ,28.76790,25.02060 ,30.06070,24.95510 ,31.36980,24.90600 ,32.66250,24.92240 ,32.74440,24.90600 ,34.03710,25.10240 ,35.31350,25.29870 ,36.62260,25.38060 ,37.91540,25.38060 ,39.22450,25.46240 ,40.51730,25.39690 ,41.82640,25.42970 ,43.11910,25.41330 ,44.42830,25.52780 ,45.72100,25.64240 ,47.01380,25.77330 ,48.32290,25.83880 ,49.61560,25.78970 ,50.92480,25.70780 ,52.21750,25.65880 ,53.51030,25.51150 ,54.80300,25.33150 ,56.09580,25.11870 ,57.35580,24.85690 ,58.59950,24.43150 ,59.77770,23.87510 ,60.89040,23.18780 ,62.05230,22.61500 ,63.03410,21.76410 ,63.06690,21.69870 ,61.90500,20.76590 ,60.56320,20.09500 ,59.10680,19.70230 ,57.61760,19.53860 ,56.12850,19.42410 ,54.63940,19.39130 ,53.13390,19.50590 ,51.64480,19.53860 ,50.13930,19.58770 ,48.65020,19.68590 ,47.16100,19.52230 ,45.67190,19.50590 ,44.16640,19.48950 ,42.67730,19.47320 ,41.17180,19.37500 ,39.68270,19.26040 ,38.19360,19.06410 ,36.70450,18.96590 ,35.21530,18.86770 ,33.70980,18.88410 ,32.22070,18.91680 ,30.71520,18.94950 ,29.22610,19.12950 ,27.73700,19.24410 ,26.23150,19.22770 ,24.74240,19.19500 ,23.25320,19.29320 ,21.74780,19.32590 ,20.25860,19.24410 ,18.75310,19.17860 ,17.28040,19.44040 ,16.23310,20.50410 ,15.39850,21.69870 ,62.98500,21.73140 ,57.63400,22.07500 ,52.28300,22.43500 ,46.93200,22.77870 ,41.61370,22.28780 ,36.27900,22.63140 ,30.92800,22.63140 ,25.59330,23.02410 ,16.96950,22.54960 ,18.16400,22.20590 ,17.28040,21.02770 ,16.36400,21.78050 
1.20180123.T10.ALN.F1.0f#48(67) ,17.57380,19.03560 ,34.19880,23.09470 ,62.69010,22.20830 ,19.53330,20.23320 ,17.55820,19.03560 ,17.94700,20.26430 ,19.00450,20.99520 ,20.18650,21.53950 ,21.38400,21.99050 ,22.64370,22.28600 ,23.88790,22.62820 ,25.14760,22.93920 ,26.42280,23.11030 ,27.71370,23.14140 ,29.00450,23.15690 ,30.29530,23.15690 ,31.58610,23.12580 ,32.87690,23.09470 ,34.16770,23.09470 ,34.29220,23.11030 ,35.48970,23.32800 ,36.68720,23.59240 ,37.90020,23.74790 ,39.12880,23.82570 ,40.34190,23.85680 ,41.57050,23.90340 ,42.79910,23.93450 ,44.01220,24.02780 ,45.22520,24.13670 ,46.45380,24.26110 ,47.66690,24.32330 ,48.89550,24.37000 ,50.10850,24.44770 ,51.33720,24.47880 ,52.55020,24.51000 ,53.77880,24.54110 ,55.00740,24.55660 ,56.22050,24.58770 ,57.43350,24.46330 ,58.64660,24.21450 ,59.84410,23.96560 ,61.04160,23.73240 ,62.17690,23.28130 ,62.70570,22.20830 ,62.70570,22.09940 ,62.61240,20.66860 ,61.36820,19.92210 ,59.96850,19.61110 ,58.53770,19.36220 ,57.13800,19.05120 ,55.70730,18.83350 ,54.27650,18.66240 ,52.83010,18.55350 ,51.38380,18.50690 ,49.95300,18.49130 ,48.50670,18.41360 ,47.07590,18.25800 ,45.62960,18.10250 ,44.19880,17.97810 ,42.75240,17.94700 ,41.30610,17.97810 ,39.87530,17.76040 ,38.46010,17.52710 ,37.02930,17.34050 ,35.59850,17.15390 ,34.16770,17.37160 ,32.73700,17.55820 ,31.30620,17.40270 ,29.85980,17.51160 ,28.42910,17.66710 ,26.98270,17.71370 ,25.55190,17.85370 ,24.10560,17.79150 ,22.69040,17.52710 ,21.24400,17.38710 ,19.79770,17.40270 ,18.42910,17.82260 ,17.55820,18.97340 ,62.61240,22.17720 ,57.77570,21.72610 ,52.92350,21.47730 ,48.05570,21.27510 ,43.21900,20.87080 ,38.36680,21.16630 ,33.49900,21.22850 ,28.64680,21.46180 ,19.28450,20.74640 ,20.13980,20.52860 ,19.73550,19.71990 ,19.08230,19.99990 
1.20180123.T10.ALN.F1.0f#50(68) ,14.93120,22.66470 ,31.63870,26.23290 ,60.59750,23.07820 ,17.54980,23.30790 ,14.93120,22.69530 ,15.66620,23.70610 ,16.73820,24.37990 ,17.91740,24.79340 ,19.12720,25.17620 ,20.35230,25.46720 ,21.56210,25.80410 ,22.81790,25.95720 ,24.07360,25.98790 ,25.32940,26.03380 ,26.58510,26.06440 ,27.85620,26.09510 ,29.11190,26.12570 ,30.36770,26.17160 ,31.62340,26.24820 ,31.68470,26.21760 ,32.89450,26.49320 ,34.11960,26.67700 ,35.36000,26.81480 ,36.58510,26.75360 ,37.82560,26.76890 ,39.06600,26.83010 ,40.30640,26.84540 ,41.54690,26.83010 ,42.78730,26.84540 ,44.02780,26.83010 ,45.26820,26.81480 ,46.50860,26.75360 ,47.74910,26.72290 ,48.98950,26.66170 ,50.22990,26.56980 ,51.45500,26.43200 ,52.69550,26.35540 ,53.92060,26.17160 ,55.13040,25.92660 ,56.32490,25.55910 ,57.45810,25.06900 ,58.56070,24.48710 ,59.63270,23.87450 ,60.59750,23.09350 ,60.59750,22.98630 ,59.43360,22.14400 ,58.08600,21.66930 ,56.66180,21.57740 ,55.23760,21.54680 ,53.81340,21.50090 ,52.37390,21.51620 ,50.94970,21.53150 ,49.52550,21.53150 ,48.08600,21.47020 ,46.67710,21.31710 ,45.26820,21.57740 ,43.84400,21.59270 ,42.41980,21.40900 ,40.99560,21.36300 ,39.57140,21.25580 ,38.16250,20.99550 ,36.73830,20.96490 ,35.29880,21.01080 ,33.87460,20.98020 ,32.45040,20.91890 ,31.01090,20.96490 ,29.58660,20.93420 ,28.16240,20.93420 ,26.72290,20.90360 ,25.29870,20.85770 ,23.87450,20.81170 ,22.45030,20.73520 ,21.02610,20.56670 ,19.60190,20.42890 ,18.17770,20.39820 ,16.76880,20.61260 ,15.54370,21.34770 ,14.96180,22.64940 ,60.55160,23.04760 ,55.85020,23.36920 ,51.13340,23.66010 ,46.43200,23.93580 ,41.71530,23.79800 ,37.01390,24.22670 ,32.29720,24.33390 ,27.58050,24.19610 ,17.41200,24.08890 ,18.95870,23.52230 ,17.76420,22.17470 ,16.73820,23.13950 
1.20180123.T10.ALN.F1.0f#51(69) ,16.43980,20.48000 ,32.66280,23.85470 ,60.12430,21.51720 ,18.82370,20.99090 ,16.43980,20.52650 ,17.10540,21.54820 ,18.15800,22.18280 ,19.30360,22.64720 ,20.44910,23.09620 ,21.61010,23.45220 ,22.81750,23.73080 ,24.02500,23.90110 ,25.24790,23.91660 ,26.48630,23.91660 ,27.70920,23.90110 ,28.93210,23.85470 ,30.15500,23.82370 ,31.39340,23.87020 ,32.61640,23.88560 ,32.72470,23.93210 ,33.87020,24.21070 ,35.03120,24.22620 ,36.20770,24.21070 ,37.38420,24.21070 ,38.56070,24.17980 ,39.72170,24.17980 ,40.89820,24.19520 ,42.07460,24.19520 ,43.25110,24.19520 ,44.41210,24.16430 ,45.58860,24.13330 ,46.76510,24.16430 ,47.92610,24.25720 ,49.10260,24.17980 ,50.27900,24.14880 ,51.44000,24.10240 ,52.61650,24.04040 ,53.79300,24.00950 ,54.95400,23.88560 ,56.09950,23.62250 ,57.21410,23.25100 ,58.32860,22.91040 ,59.35030,22.33760 ,60.17080,21.50170 ,60.20170,21.43980 ,59.27290,20.46460 ,57.98810,20.01560 ,56.64130,19.76800 ,55.29460,19.48930 ,53.94780,19.28810 ,52.57010,19.19520 ,51.19240,19.10230 ,49.83010,19.07140 ,48.45240,19.04040 ,47.07470,18.96300 ,45.71240,18.88560 ,44.33470,18.82370 ,42.95700,18.77720 ,41.59480,18.74630 ,40.21700,18.73080 ,38.83930,18.69980 ,37.46160,18.68440 ,36.09940,18.65340 ,34.72160,18.63790 ,33.34390,18.73080 ,31.98170,18.69980 ,30.61940,18.66890 ,29.25720,18.82370 ,27.87950,18.88560 ,26.51720,18.83920 ,25.13950,18.77720 ,23.76180,18.69980 ,22.39960,18.54500 ,21.03730,18.39020 ,19.70600,18.14260 ,18.42120,18.49860 ,17.39950,19.39640 ,16.50170,20.43360 ,60.09340,21.47080 ,55.46480,21.50170 ,50.82080,21.53270 ,46.19230,21.56360 ,41.59480,21.26950 ,37.01270,21.87320 ,32.38420,21.96610 ,27.75560,22.02800 ,18.57600,21.88870 ,20.09300,21.42430 ,19.02490,20.04660 ,17.86390,20.78960 
1.20180123.T11.ALN.F1.3f#52(70) ,16.71390,21.41570 ,34.37780,26.11740 ,63.16810,21.78600 ,19.06480,22.71990 ,16.68170,21.46400 ,17.21300,22.71990 ,18.29190,23.58940 ,19.46730,24.29790 ,20.73940,24.81320 ,22.04360,25.24790 ,23.36400,25.65050 ,24.71660,25.85980 ,26.08520,26.05300 ,27.47000,26.13350 ,28.83870,26.18190 ,30.22350,26.21410 ,31.59210,26.18190 ,32.97690,26.13350 ,34.34560,26.16580 ,34.47440,26.14960 ,35.69810,26.26240 ,36.92190,26.34290 ,38.16170,26.37510 ,39.38550,26.35900 ,40.62530,26.24630 ,41.84910,26.21410 ,43.08900,26.19800 ,44.31270,26.14960 ,45.53650,26.08520 ,46.77630,25.97250 ,48.00010,25.90810 ,49.22380,25.82760 ,50.44760,25.69880 ,51.67130,25.57000 ,52.89510,25.42510 ,54.11880,25.28010 ,55.34260,25.07080 ,56.53410,24.78100 ,57.74180,24.50720 ,58.91720,24.18520 ,60.10880,23.84710 ,61.18760,23.26740 ,62.23420,22.60720 ,63.16810,21.80210 ,63.21650,21.68940 ,61.88000,21.15800 ,60.52740,20.67500 ,59.12650,20.38510 ,57.69350,20.22410 ,56.27650,20.03090 ,54.84340,19.93430 ,53.39420,19.86990 ,51.96120,19.80550 ,50.52810,19.74110 ,49.09500,19.80550 ,47.67800,20.01480 ,46.26100,20.25630 ,44.84410,20.49780 ,43.42710,20.69110 ,41.99400,20.56230 ,40.56090,20.49780 ,39.11180,20.43340 ,37.67870,20.36900 ,36.24560,20.33680 ,34.81250,20.33680 ,33.39550,20.19190 ,31.96250,20.25630 ,30.54550,20.44950 ,29.19290,20.57840 ,27.75980,20.56230 ,26.31070,20.54620 ,24.89370,20.49780 ,23.46060,20.59450 ,22.04360,20.40120 ,20.62670,20.19190 ,19.19360,20.15970 ,17.79270,20.48170 ,16.79440,21.39960 ,63.13590,21.70550 ,58.04770,21.89870 ,52.97560,22.23690 ,47.88730,22.59110 ,42.81520,22.80040 ,37.82360,23.76660 ,32.73540,24.10470 ,27.64710,24.12080 ,18.74270,23.38010 ,20.06310,23.33180 ,19.80550,21.80210 ,18.45290,22.25300 
